Assignment_ID;DB_Status;Assignment_Status;Assignment_Time_Stamp;DB_Status_Date_Active;DB_Status_Date_Inactive
AID_20260105T163656497971Z_VVDOWNKFWBFU;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656603026Z_VCV6RYRM2RDP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656705534Z_SJ7QLBQQRNFD;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656869577Z_GM7323T5LJEA;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163656983985Z_FG4XZLECJZFR;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657086144Z_F2E75U5V2FHL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657186116Z_XV4VO2RT5RCW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657290848Z_77AQIQY3CBGP;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657403662Z_5ONCOSDR6BB6;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657512503Z_QTW6OCYIMJFG;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657627300Z_ZJG7JBFPGJG3;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657735902Z_4QNUVVWPUFA2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657843049Z_TJWU2YQR45GZ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163657966688Z_W4GGQECV6VHL;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658072244Z_VINAKXXG6ND2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658176398Z_27ZLP434MRDQ;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658287118Z_5ALXF7CLKZFH;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658461474Z_HJ25RUBVXFCI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658576409Z_XZUOEGN7WBGW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658704599Z_BWCI3THUPZEV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658837943Z_4BUGPDYX4BAV;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163658960427Z_RFYRGGU32BFK;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163659065550Z_B3BIP6XJNZEI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163659175577Z_5DMCZJV4LZAW;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163659297321Z_66JYIPNM6JEX;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163659412597Z_B7LY6UT4SJHI;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163659523161Z_2T2ANQD4JZH2;Active;OPEN;05-01-2026 16:36;05-01-2026 16:36;
AID_20260105T163625270297Z_NNPV5LC3NRFQ;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:21;
AID_20260105T163625288205Z_KLCAVB6GCNAS;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:23;
AID_20260105T163625305971Z_SMQNL2MKKZBK;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:24;
AID_20260105T163625323863Z_JBMPWX6WZJAG;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:24;
AID_20260105T163625339455Z_IEMNDBFMTBC7;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:25;
AID_20260105T163625358106Z_IC67ZAIKZZAG;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:25;
AID_20260105T163625413225Z_FDI6AX5JANF3;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:25;
AID_20260105T163625439654Z_3F6XEIK2D5BA;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:26;
AID_20260105T163625463478Z_SKDMHD4KZREY;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:26;
AID_20260105T163625482044Z_EAI47LGGTJH5;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:26;
AID_20260105T163625498869Z_WK56QOC6ONBO;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:27;
AID_20260105T163625517894Z_WOJFFWBNHJFP;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:27;
AID_20260105T163625535001Z_MT5XAKCO5FEA;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:28;
AID_20260105T163625550245Z_6ERTM6LJOFBE;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:28;
AID_20260105T163625566778Z_TLHH54NY6FH7;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:29;
AID_20260105T163625587169Z_B27HBP4YT5AI;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:29;
AID_20260105T163625608700Z_G536X6WCQNHK;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:30;
AID_20260105T163625627978Z_WSA5B5WDD5CP;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:30;
AID_20260105T163625645923Z_J4HYV6TKPZHG;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:31;
AID_20260105T163625671296Z_NHGYVWACHZHO;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:31;
AID_20260105T163625694594Z_IUAFJ56QHRGG;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:32;
AID_20260105T163625722180Z_IKQYOXRCV5GO;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:33;
AID_20260105T163625742656Z_2UIRZZQFIFFH;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:33;
AID_20260105T163625770069Z_VFWRBBFFNNHK;Active;CLOSED;05-01-2026 16:36;2026-01-06 12:31:34;
